round_start_time,round_end_time,stage,match_id,game_number,match_winner,map_winner,map_loser,map_name,map_round,winning_team_final_map_score,losing_team_final_map_score,control_round_name,attacker,defender,team_one_name,team_two_name,attacker_payload_distance,defender_payload_distance,attacker_time_banked,defender_time_banked,attacker_control_perecent,defender_control_perecent,attacker_round_end_score,defender_round_end_score
1/11/2018 0:12,1/11/2018 0:20,Overwatch League - Stage 1,10223,1,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Dorado,1,3,2,NULL,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,75.61505127,0,0,240,NULL,NULL,2,0
1/11/2018 0:22,1/11/2018 0:27,Overwatch League - Stage 1,10223,1,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Dorado,2,3,2,NULL,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,75.64959717,75.61505127,125.7505722,0,NULL,NULL,3,2
1/11/2018 0:34,1/11/2018 0:38,Overwatch League - Stage 1,10223,2,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Temple of Anubis,1,4,3,NULL,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,0,0,250.4920044,240,NULL,NULL,2,0
1/11/2018 0:40,1/11/2018 0:44,Overwatch League - Stage 1,10223,2,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Temple of Anubis,2,4,3,NULL,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,0,0,225.789032,250.4920044,NULL,NULL,2,2
1/11/2018 0:46,1/11/2018 0:49,Overwatch League - Stage 1,10223,2,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Temple of Anubis,3,4,3,NULL,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,0,0,36.39605713,250.4920044,NULL,NULL,4,2
1/11/2018 0:51,1/11/2018 0:56,Overwatch League - Stage 1,10223,2,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Temple of Anubis,4,4,3,NULL,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,0,0,0,36.39605713,NULL,NULL,3,4
1/11/2018 1:11,1/11/2018 1:16,Overwatch League - Stage 1,10223,3,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Ilios,1,2,1,Lighthouse,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,0,0,0,0,99,100,0,1
1/11/2018 1:17,1/11/2018 1:20,Overwatch League - Stage 1,10223,3,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Ilios,2,2,1,Ruins,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,0,0,0,0,100,0,1,1
1/11/2018 1:20,1/11/2018 1:25,Overwatch League - Stage 1,10223,3,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Ilios,3,2,1,Well,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,0,0,0,0,100,65,2,1
1/11/2018 1:32,1/11/2018 1:39,Overwatch League - Stage 1,10223,4,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Numbani,1,2,1,NULL,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,75.54950714,0,0,0,NULL,NULL,1,0
1/11/2018 1:41,1/11/2018 1:45,Overwatch League - Stage 1,10223,4,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Numbani,3,2,1,NULL,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,75.5636673,75.54950714,165.8400269,0,NULL,NULL,2,1
1/11/2018 2:08,1/11/2018 2:13,Overwatch League - Stage 1,10224,1,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Dorado,1,1,0,NULL,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,70.16186523,0,0,240,NULL,NULL,0,0
1/11/2018 2:15,1/11/2018 2:15,Overwatch League - Stage 1,10224,1,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Dorado,2,1,0,NULL,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,70.17893219,70.16186523,186.3128052,0,NULL,NULL,1,0
1/11/2018 2:25,1/11/2018 2:34,Overwatch League - Stage 1,10224,2,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Temple of Anubis,1,2,1,NULL,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,0,0,0,240,NULL,NULL,1,0
1/11/2018 2:36,1/11/2018 2:38,Overwatch League - Stage 1,10224,2,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Temple of Anubis,2,2,1,NULL,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,0,0,356.8640137,0,NULL,NULL,2,1
1/11/2018 2:52,1/11/2018 2:58,Overwatch League - Stage 1,10224,3,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Ilios,1,2,0,Well,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,0,0,0,0,99,100,0,1
1/11/2018 2:59,1/11/2018 3:03,Overwatch League - Stage 1,10224,3,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Ilios,2,2,0,Ruins,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,0,0,0,0,58,100,0,2
1/11/2018 3:11,1/11/2018 3:15,Overwatch League - Stage 1,10224,4,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Eichenwalde,1,1,0,NULL,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,0,0,0,0,NULL,NULL,0,0
1/11/2018 3:17,1/11/2018 3:19,Overwatch League - Stage 1,10224,4,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Eichenwalde,3,1,0,NULL,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,0,0,107.6240082,0,NULL,NULL,1,0
1/11/2018 3:46,1/11/2018 3:53,Overwatch League - Stage 1,10225,1,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Junkertown,1,3,2,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,102.0045776,0,63.69151688,240,NULL,NULL,3,0
1/11/2018 3:55,1/11/2018 4:03,Overwatch League - Stage 1,10225,1,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Junkertown,2,3,2,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,86.9697876,102.0045776,0,63.69151688,NULL,NULL,2,3
1/11/2018 4:12,1/11/2018 4:13,Overwatch League - Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,1,6,5,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,0,374.0840149,240,NULL,NULL,2,0
1/11/2018 4:15,1/11/2018 4:19,Overwatch League - Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,2,6,5,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,288.03302,374.0840149,NULL,NULL,2,2
1/11/2018 4:20,1/11/2018 4:22,Overwatch League - Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,3,6,5,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,198.8730469,374.0840149,NULL,NULL,4,2
1/11/2018 4:23,1/11/2018 4:26,Overwatch League - Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,4,6,5,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,0,270.4060364,198.8730469,NULL,NULL,4,4
1/11/2018 4:27,1/11/2018 4:31,Overwatch League - Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,5,6,5,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,11.92306519,270.4060364,NULL,NULL,6,4
1/11/2018 4:32,1/11/2018 4:39,Overwatch League - Stage 1,10225,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Temple of Anubis,6,6,5,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,0,0,11.92306519,NULL,NULL,5,6
1/11/2018 4:56,1/11/2018 5:00,Overwatch League - Stage 1,10225,3,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Ilios,1,2,0,Lighthouse,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,0,0,0,0,35,100,0,1
1/11/2018 5:00,1/11/2018 5:04,Overwatch League - Stage 1,10225,3,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Ilios,2,2,0,Well,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,0,0,0,0,0,100,0,2
1/11/2018 5:12,1/11/2018 5:20,Overwatch League - Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,1,3,3,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,71.79216766,0,0,0,NULL,NULL,3,0
1/11/2018 5:22,1/11/2018 5:30,Overwatch League - Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,3,3,3,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,71.79545593,71.79216766,60,60,NULL,NULL,3,3
1/11/2018 5:31,1/11/2018 5:33,Overwatch League - Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,5,3,3,NULL,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,0,71.79545593,0,60,NULL,NULL,3,3
1/11/2018 5:34,1/11/2018 5:35,Overwatch League - Stage 1,10225,4,Seoul Dynasty,draw,draw,Numbani,7,3,3,NULL,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,0,0,NULL,NULL,3,3
1/11/2018 22:10,1/11/2018 22:16,Overwatch League - Stage 1,10226,1,London Spitfire,Florida Mayhem,London Spitfire,Dorado,1,2,1,NULL,London Spitfire,Florida Mayhem,Florida Mayhem,London Spitfire,93.26958466,0,0,240,NULL,NULL,1,0
1/11/2018 22:18,1/11/2018 22:22,Overwatch League - Stage 1,10226,1,London Spitfire,Florida Mayhem,London Spitfire,Dorado,2,2,1,NULL,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,93.28312683,93.26958466,172.7027893,0,NULL,NULL,2,1
1/11/2018 22:29,1/11/2018 22:32,Overwatch League - Stage 1,10226,2,London Spitfire,London Spitfire,Florida Mayhem,Temple of Anubis,1,2,1,NULL,London Spitfire,Florida Mayhem,Florida Mayhem,London Spitfire,0,0,284.8690186,240,NULL,NULL,2,0
1/11/2018 22:34,1/11/2018 22:43,Overwatch League - Stage 1,10226,2,London Spitfire,London Spitfire,Florida Mayhem,Temple of Anubis,2,2,1,NULL,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,0,0,0,284.8690186,NULL,NULL,1,2
1/11/2018 22:58,1/11/2018 23:03,Overwatch League - Stage 1,10226,3,London Spitfire,London Spitfire,Florida Mayhem,Oasis,1,2,0,University,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,0,0,0,0,100,99,1,0
1/11/2018 23:04,1/11/2018 23:11,Overwatch League - Stage 1,10226,3,London Spitfire,London Spitfire,Florida Mayhem,Oasis,2,2,0,Gardens,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,0,0,0,0,100,99,2,0
1/11/2018 23:18,1/11/2018 23:23,Overwatch League - Stage 1,10226,4,London Spitfire,London Spitfire,Florida Mayhem,Numbani,1,3,0,NULL,London Spitfire,Florida Mayhem,Florida Mayhem,London Spitfire,71.80075073,0,181.8260193,0,NULL,NULL,3,0
1/11/2018 23:25,1/11/2018 23:30,Overwatch League - Stage 1,10226,4,London Spitfire,London Spitfire,Florida Mayhem,Numbani,3,3,0,NULL,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,0,71.80075073,0,181.8260193,NULL,NULL,0,3
1/11/2018 23:52,1/12/2018 0:00,Overwatch League - Stage 1,10227,1,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Dorado,1,3,2,NULL,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Philadelphia Fusion,85.78796387,0,29.22543335,240,NULL,NULL,3,0
1/12/2018 0:02,1/12/2018 0:11,Overwatch League - Stage 1,10227,1,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Dorado,2,3,2,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,78.91957092,85.78796387,0,29.22543335,NULL,NULL,2,3
1/12/2018 0:19,1/12/2018 0:27,Overwatch League - Stage 1,10227,2,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Horizon Lunar Colony,1,2,1,NULL,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Philadelphia Fusion,0,0,0,240,NULL,NULL,1,0
1/12/2018 0:29,1/12/2018 0:32,Overwatch League - Stage 1,10227,2,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Horizon Lunar Colony,2,2,1,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,0,308.3120117,0,NULL,NULL,2,1
1/12/2018 0:46,1/12/2018 0:49,Overwatch League - Stage 1,10227,3,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Oasis,1,2,0,Gardens,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,0,1,0
1/12/2018 0:50,1/12/2018 0:53,Overwatch League - Stage 1,10227,3,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Oasis,2,2,0,City Center,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,0,2,0
1/12/2018 0:59,1/12/2018 1:08,Overwatch League - Stage 1,10227,4,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Eichenwalde,1,4,3,NULL,Philadelphia Fusion,Houston Outlaws,Houston Outlaws,Philadelphia Fusion,67.73542023,0,0,0,NULL,NULL,3,0
1/12/2018 1:10,1/12/2018 1:16,Overwatch League - Stage 1,10227,4,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Eichenwalde,3,4,3,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,67.7281189,67.73542023,111.5680542,0,NULL,NULL,3,3
1/12/2018 1:18,1/12/2018 1:19,Overwatch League - Stage 1,10227,4,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Eichenwalde,5,4,3,NULL,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,67.73542023,50.5850563,0,NULL,NULL,4,3
1/12/2018 1:25,1/12/2018 1:28,Overwatch League - Stage 1,10227,5,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Lijiang Tower,1,2,0,Control Center,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,0,1,0
1/12/2018 1:29,1/12/2018 1:34,Overwatch League - Stage 1,10227,5,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Lijiang Tower,2,2,0,Night Market,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,0,100,81,2,0
1/12/2018 1:59,1/12/2018 2:07,Overwatch League - Stage 1,10228,1,New York Excelsior,New York Excelsior,Boston Uprising,Junkertown,1,3,2,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,91.34840393,0,0,240,NULL,NULL,2,0
1/12/2018 2:09,1/12/2018 2:14,Overwatch League - Stage 1,10228,1,New York Excelsior,New York Excelsior,Boston Uprising,Junkertown,2,3,2,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,91.33758545,91.34840393,226.0007019,0,NULL,NULL,3,2
1/12/2018 2:21,1/12/2018 2:23,Overwatch League - Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,1,4,3,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,0,0,307.4020081,240,NULL,NULL,2,0
1/12/2018 2:25,1/12/2018 2:31,Overwatch League - Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,2,4,3,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,170.5870056,307.4020081,NULL,NULL,2,2
1/12/2018 2:32,1/12/2018 2:36,Overwatch League - Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,3,4,3,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,307.4020081,NULL,NULL,3,2
1/12/2018 2:37,1/12/2018 2:41,Overwatch League - Stage 1,10228,2,New York Excelsior,Boston Uprising,New York Excelsior,Horizon Lunar Colony,4,4,3,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,0,0,122.6850128,0,NULL,NULL,4,3
1/12/2018 2:58,1/12/2018 3:02,Overwatch League - Stage 1,10228,3,New York Excelsior,New York Excelsior,Boston Uprising,Ilios,1,2,0,Well,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,0,0,0,0,24,100,0,1
1/12/2018 3:03,1/12/2018 3:05,Overwatch League - Stage 1,10228,3,New York Excelsior,New York Excelsior,Boston Uprising,Ilios,2,2,0,Lighthouse,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,0,0,0,0,0,100,0,2
1/12/2018 3:13,1/12/2018 3:20,Overwatch League - Stage 1,10228,4,New York Excelsior,New York Excelsior,Boston Uprising,Numbani,1,2,1,NULL,Boston Uprising,New York Excelsior,New York Excelsior,Boston Uprising,94.57969666,0,0,0,NULL,NULL,1,0
1/12/2018 3:22,1/12/2018 3:25,Overwatch League - Stage 1,10228,4,New York Excelsior,New York Excelsior,Boston Uprising,Numbani,3,2,1,NULL,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,94.58244324,94.57969666,217.052002,0,NULL,NULL,2,1
1/13/2018 0:10,1/13/2018 0:17,Overwatch League - Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,1,8,7,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,102.031723,0,66.77997589,240,NULL,NULL,3,0
1/13/2018 0:19,1/13/2018 0:23,Overwatch League - Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,2,8,7,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,102.0107422,102.031723,225.5175629,66.77997589,NULL,NULL,3,3
1/13/2018 0:24,1/13/2018 0:28,Overwatch League - Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,3,8,7,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,101.9930115,102.0107422,0,225.5175629,NULL,NULL,6,3
1/13/2018 0:30,1/13/2018 0:35,Overwatch League - Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,4,8,7,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,102.008255,101.9930115,60,60,NULL,NULL,6,6
1/13/2018 0:37,1/13/2018 0:41,Overwatch League - Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,5,8,7,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,24.04426575,102.008255,0,60,NULL,NULL,8,6
1/13/2018 0:42,1/13/2018 0:44,Overwatch League - Stage 1,10229,1,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Junkertown,6,8,7,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,47.95134735,24.04426575,0,0,NULL,NULL,7,8
1/13/2018 0:52,1/13/2018 0:53,Overwatch League - Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,1,5,5,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,0,0,373.9299927,240,NULL,NULL,2,0
1/13/2018 0:55,1/13/2018 0:57,Overwatch League - Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,2,5,5,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,0,393.6210022,373.9299927,NULL,NULL,2,2
1/13/2018 0:58,1/13/2018 1:03,Overwatch League - Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,3,5,5,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,0,0,125.2610321,393.6210022,NULL,NULL,4,2
1/13/2018 1:04,1/13/2018 1:11,Overwatch League - Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,4,5,5,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,0,60,150.5659943,NULL,NULL,4,4
1/13/2018 1:12,1/13/2018 1:15,Overwatch League - Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,5,5,5,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,0,0,150.5659943,NULL,NULL,5,4
1/13/2018 1:16,1/13/2018 1:20,Overwatch League - Stage 1,10229,2,Los Angeles Valiant,draw,draw,Horizon Lunar Colony,6,5,5,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,0,0,0,0,NULL,NULL,5,5
1/13/2018 1:40,1/13/2018 1:43,Overwatch League - Stage 1,10229,3,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Ilios,1,2,0,Lighthouse,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,0,0,0,0,100,0,1,0
1/13/2018 1:44,1/13/2018 1:49,Overwatch League - Stage 1,10229,3,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Ilios,2,2,0,Ruins,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,0,0,0,0,100,99,2,0
1/13/2018 1:56,1/13/2018 2:01,Overwatch League - Stage 1,10229,4,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Numbani,1,3,0,NULL,Los Angeles Valiant,Dallas Fuel,Dallas Fuel,Los Angeles Valiant,71.80340576,0,174.5879822,0,NULL,NULL,3,0
1/13/2018 2:03,1/13/2018 2:07,Overwatch League - Stage 1,10229,4,Los Angeles Valiant,Los Angeles Valiant,Dallas Fuel,Numbani,3,3,0,NULL,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,0,71.80340576,0,174.5879822,NULL,NULL,0,3
1/13/2018 2:29,1/13/2018 2:38,Overwatch League - Stage 1,10230,1,Boston Uprising,Boston Uprising,Florida Mayhem,Dorado,1,3,2,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,54.80433655,0,0,240,NULL,NULL,2,0
1/13/2018 2:40,1/13/2018 2:45,Overwatch League - Stage 1,10230,1,Boston Uprising,Boston Uprising,Florida Mayhem,Dorado,2,3,2,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,54.81588745,54.80433655,167.4134979,0,NULL,NULL,3,2
1/13/2018 2:51,1/13/2018 2:58,Overwatch League - Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,1,3,2,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,0,0,51.32803345,240,NULL,NULL,2,0
1/13/2018 3:00,1/13/2018 3:05,Overwatch League - Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,2,3,2,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,0,0,206.411972,60,NULL,NULL,2,2
1/13/2018 3:07,1/13/2018 3:08,Overwatch League - Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,3,3,2,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,0,0,0,206.411972,NULL,NULL,2,2
1/13/2018 3:09,1/13/2018 3:11,Overwatch League - Stage 1,10230,2,Boston Uprising,Boston Uprising,Florida Mayhem,Temple of Anubis,4,3,2,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,0,0,98.87797546,0,NULL,NULL,3,2
1/13/2018 3:27,1/13/2018 3:31,Overwatch League - Stage 1,10230,3,Boston Uprising,Boston Uprising,Florida Mayhem,Oasis,1,2,0,University,Florida Mayhem,Boston Uprising,Florida Mayhem,Boston Uprising,0,0,0,0,33,100,0,1
1/13/2018 3:32,1/13/2018 3:35,Overwatch League - Stage 1,10230,3,Boston Uprising,Boston Uprising,Florida Mayhem,Oasis,2,2,0,City Center,Florida Mayhem,Boston Uprising,Florida Mayhem,Boston Uprising,0,0,0,0,0,100,0,2
1/13/2018 3:41,1/13/2018 3:48,Overwatch League - Stage 1,10230,4,Boston Uprising,Boston Uprising,Florida Mayhem,Eichenwalde,1,2,1,NULL,Florida Mayhem,Boston Uprising,Boston Uprising,Florida Mayhem,119.0525131,0,0,0,NULL,NULL,1,0
1/13/2018 3:50,1/13/2018 3:54,Overwatch League - Stage 1,10230,4,Boston Uprising,Boston Uprising,Florida Mayhem,Eichenwalde,3,2,1,NULL,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,119.0543671,119.0525131,143.3769989,0,NULL,NULL,2,1
1/13/2018 4:20,1/13/2018 4:28,Overwatch League - Stage 1,10231,1,San Francisco Shock,San Francisco Shock,Shanghai Dragons,Junkertown,1,2,1,NULL,San Francisco Shock,Shanghai Dragons,Shanghai Dragons,San Francisco Shock,98.52540588,0,0,240,NULL,NULL,2,0
1/13/2018 4:30,1/13/2018 4:38,Overwatch League - Stage 1,10231,1,San Francisco Shock,San Francisco Shock,Shanghai Dragons,Junkertown,2,2,1,NULL,Shanghai Dragons,San Francisco Shock,Shanghai Dragons,San Francisco Shock,82.4683075,98.52540588,0,0,NULL,NULL,1,2
1/13/2018 4:46,1/13/2018 4:50,Overwatch League - Stage 1,10231,2,San Francisco Shock,Shanghai Dragons,San Francisco Shock,Horizon Lunar Colony,1,1,0,NULL,San Francisco Shock,Shanghai Dragons,Shanghai Dragons,San Francisco Shock,0,0,0,240,NULL,NULL,0,0
1/13/2018 4:52,1/13/2018 4:54,Overwatch League - Stage 1,10231,2,San Francisco Shock,Shanghai Dragons,San Francisco Shock,Horizon Lunar Colony,2,1,0,NULL,Shanghai Dragons,San Francisco Shock,Shanghai Dragons,San Francisco Shock,0,0,138.4649963,0,NULL,NULL,1,0
1/13/2018 5:10,1/13/2018 5:15,Overwatch League - Stage 1,10231,3,San Francisco Shock,San Francisco Shock,Shanghai Dragons,Ilios,1,2,0,Lighthouse,San Francisco Shock,Shanghai Dragons,San Francisco Shock,Shanghai Dragons,0,0,0,0,100,71,1,0
1/13/2018 5:15,1/13/2018 5:18,Overwatch League - Stage 1,10231,3,San Francisco Shock,San Francisco Shock,Shanghai Dragons,Ilios,2,2,0,Ruins,San Francisco Shock,Shanghai Dragons,San Francisco Shock,Shanghai Dragons,0,0,0,0,100,0,2,0
