round_start_time,round_end_time,stage,match_id,game_number,match_winner,map_winner,map_loser,map_name,map_round,winning_team_final_map_score,losing_team_final_map_score,control_round_name,attacker,defender,team_one_name,team_two_name,attacker_payload_distance,defender_payload_distance,attacker_time_banked,defender_time_banked,attacker_control_perecent,defender_control_perecent,attacker_round_end_score,defender_round_end_score
2/24/2018 23:18,2/24/2018 23:22,Overwatch League - Stage 2,10288,1,Houston Outlaws,Houston Outlaws,Boston Uprising,Hanamura,3,4,3,NULL,Boston Uprising,Houston Outlaws,Houston Outlaws,Boston Uprising,0,0,0,230.548996,NULL,NULL,3,2
2/24/2018 23:23,2/24/2018 23:25,Overwatch League - Stage 2,10288,1,Houston Outlaws,Houston Outlaws,Boston Uprising,Hanamura,4,4,3,NULL,Houston Outlaws,Boston Uprising,Houston Outlaws,Boston Uprising,0,0,161.0800018,0,NULL,NULL,4,3
2/24/2018 23:33,2/24/2018 23:37,Overwatch League - Stage 2,10288,2,Houston Outlaws,Houston Outlaws,Boston Uprising,Lijiang Tower,1,2,0,Control Center,Boston Uprising,Houston Outlaws,Boston Uprising,Houston Outlaws,0,0,0,0,64,100,0,1
2/24/2018 23:38,2/24/2018 23:43,Overwatch League - Stage 2,10288,2,Houston Outlaws,Houston Outlaws,Boston Uprising,Lijiang Tower,2,2,0,Night Market,Boston Uprising,Houston Outlaws,Boston Uprising,Houston Outlaws,0,0,0,0,83,100,0,2
2/24/2018 23:59,2/25/2018 0:06,Overwatch League - Stage 2,10288,3,Houston Outlaws,Houston Outlaws,Boston Uprising,King's Row,1,5,4,NULL,Boston Uprising,Houston Outlaws,Houston Outlaws,Boston Uprising,70.29594421,0,64.9750061,0,NULL,NULL,3,0
2/25/2018 0:08,2/25/2018 0:15,Overwatch League - Stage 2,10288,3,Houston Outlaws,Houston Outlaws,Boston Uprising,King's Row,2,5,4,NULL,Houston Outlaws,Boston Uprising,Houston Outlaws,Boston Uprising,70.29480743,70.29594421,86.8370285,64.9750061,NULL,NULL,3,3
2/25/2018 0:16,2/25/2018 0:18,Overwatch League - Stage 2,10288,3,Houston Outlaws,Houston Outlaws,Boston Uprising,King's Row,3,5,4,NULL,Boston Uprising,Houston Outlaws,Houston Outlaws,Boston Uprising,60.05928421,70.29480743,0,86.8370285,NULL,NULL,4,3
2/25/2018 0:19,2/25/2018 0:22,Overwatch League - Stage 2,10288,3,Houston Outlaws,Houston Outlaws,Boston Uprising,King's Row,4,5,4,NULL,Houston Outlaws,Boston Uprising,Houston Outlaws,Boston Uprising,60.06092072,60.05928421,0,0,NULL,NULL,5,4
2/25/2018 0:30,2/25/2018 0:34,Overwatch League - Stage 2,10288,4,Houston Outlaws,Houston Outlaws,Boston Uprising,Watchpoint: Gibraltar,1,1,0,NULL,Boston Uprising,Houston Outlaws,Houston Outlaws,Boston Uprising,71.38607025,0,0,240,NULL,NULL,0,0
2/25/2018 0:36,2/25/2018 0:38,Overwatch League - Stage 2,10288,4,Houston Outlaws,Houston Outlaws,Boston Uprising,Watchpoint: Gibraltar,2,1,0,NULL,Houston Outlaws,Boston Uprising,Houston Outlaws,Boston Uprising,71.39673615,71.38607025,107.4161224,0,NULL,NULL,1,0
2/25/2018 1:06,2/25/2018 1:10,Overwatch League - Stage 2,10289,1,Los Angeles Valiant,draw,draw,Hanamura,1,3,3,NULL,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,0,0,241.154007,240,NULL,NULL,2,0
2/25/2018 1:12,2/25/2018 1:19,Overwatch League - Stage 2,10289,1,Los Angeles Valiant,draw,draw,Hanamura,2,3,3,NULL,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,0,0,74.54702759,241.154007,NULL,NULL,2,2
2/25/2018 1:21,2/25/2018 1:23,Overwatch League - Stage 2,10289,1,Los Angeles Valiant,draw,draw,Hanamura,3,3,3,NULL,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,0,0,0,241.154007,NULL,NULL,3,2
2/25/2018 1:24,2/25/2018 1:29,Overwatch League - Stage 2,10289,1,Los Angeles Valiant,draw,draw,Hanamura,4,3,3,NULL,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,0,0,0,0,NULL,NULL,3,3
2/25/2018 1:36,2/25/2018 1:39,Overwatch League - Stage 2,10289,2,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,Lijiang Tower,1,2,1,Garden,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,0,0,0,0,0,100,0,1
2/25/2018 1:40,2/25/2018 1:46,Overwatch League - Stage 2,10289,2,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,Lijiang Tower,2,2,1,Night Market,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,0,0,0,0,100,99,1,1
2/25/2018 1:47,2/25/2018 1:50,Overwatch League - Stage 2,10289,2,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,Lijiang Tower,3,2,1,Control Center,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,0,0,0,0,33,100,1,2
2/25/2018 2:05,2/25/2018 2:13,Overwatch League - Stage 2,10289,3,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,King's Row,1,3,2,NULL,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,69.77090454,0,0,0,NULL,NULL,2,0
2/25/2018 2:15,2/25/2018 2:22,Overwatch League - Stage 2,10289,3,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,King's Row,2,3,2,NULL,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,69.77833557,69.77090454,62.84402466,0,NULL,NULL,3,2
2/25/2018 2:30,2/25/2018 2:35,Overwatch League - Stage 2,10289,4,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,Watchpoint: Gibraltar,1,1,0,NULL,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,83.58747101,0,0,240,NULL,NULL,0,0
2/25/2018 2:37,2/25/2018 2:41,Overwatch League - Stage 2,10289,4,Los Angeles Valiant,Los Angeles Valiant,Shanghai Dragons,Watchpoint: Gibraltar,2,1,0,NULL,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,83.59976959,83.58747101,0,0,NULL,NULL,1,0
3/1/2018 0:12,3/1/2018 0:13,Overwatch League - Stage 2,10290,1,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Hanamura,1,4,3,NULL,Seoul Dynasty,Dallas Fuel,Dallas Fuel,Seoul Dynasty,0,0,397.1560059,240,NULL,NULL,2,0
3/1/2018 0:15,3/1/2018 0:18,Overwatch League - Stage 2,10290,1,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Hanamura,2,4,3,NULL,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,0,0,291.3019714,397.1560059,NULL,NULL,2,2
3/1/2018 0:20,3/1/2018 0:25,Overwatch League - Stage 2,10290,1,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Hanamura,3,4,3,NULL,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,0,0,0,397.1560059,NULL,NULL,3,2
3/1/2018 0:27,3/1/2018 0:29,Overwatch League - Stage 2,10290,1,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Hanamura,4,4,3,NULL,Seoul Dynasty,Dallas Fuel,Dallas Fuel,Seoul Dynasty,0,0,260.8790283,0,NULL,NULL,4,3
3/1/2018 0:37,3/1/2018 0:42,Overwatch League - Stage 2,10290,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Nepal,1,2,1,Sanctum,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,0,0,99,100,0,1
3/1/2018 0:43,3/1/2018 0:48,Overwatch League - Stage 2,10290,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Nepal,2,2,1,Village,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,0,0,100,99,1,1
3/1/2018 0:49,3/1/2018 0:51,Overwatch League - Stage 2,10290,2,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Nepal,3,2,1,Shrine,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Dallas Fuel,0,0,0,0,100,0,2,1
3/1/2018 1:08,3/1/2018 1:17,Overwatch League - Stage 2,10290,3,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Hollywood,1,3,2,NULL,Seoul Dynasty,Dallas Fuel,Dallas Fuel,Seoul Dynasty,33.80942535,0,0,0,NULL,NULL,2,0
3/1/2018 1:19,3/1/2018 1:25,Overwatch League - Stage 2,10290,3,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Hollywood,2,3,2,NULL,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,33.81193542,33.80942535,118.0060425,0,NULL,NULL,3,2
3/1/2018 1:32,3/1/2018 1:41,Overwatch League - Stage 2,10290,4,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Route 66,1,3,2,NULL,Seoul Dynasty,Dallas Fuel,Dallas Fuel,Seoul Dynasty,67.93951416,0,0,240,NULL,NULL,2,0
3/1/2018 1:43,3/1/2018 1:52,Overwatch League - Stage 2,10290,4,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,Route 66,2,3,2,NULL,Dallas Fuel,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,58.59132385,67.93951416,0,0,NULL,NULL,2,3
3/1/2018 2:22,3/1/2018 2:31,Overwatch League - Stage 2,10291,1,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,Volskaya Industries,1,3,2,NULL,Los Angeles Valiant,San Francisco Shock,San Francisco Shock,Los Angeles Valiant,0,0,0,240,NULL,NULL,2,0
3/1/2018 2:33,3/1/2018 2:37,Overwatch League - Stage 2,10291,1,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,Volskaya Industries,2,3,2,NULL,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,0,0,255.3710175,0,NULL,NULL,2,2
3/1/2018 2:38,3/1/2018 2:42,Overwatch League - Stage 2,10291,1,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,Volskaya Industries,3,3,2,NULL,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,0,0,52.32902527,0,NULL,NULL,3,2
3/1/2018 2:50,3/1/2018 2:53,Overwatch League - Stage 2,10291,2,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Lijiang Tower,1,2,0,Garden,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,0,0,0,0,100,0,1,0
3/1/2018 2:54,3/1/2018 2:57,Overwatch League - Stage 2,10291,2,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Lijiang Tower,2,2,0,Night Market,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,0,0,0,0,100,38,2,0
3/1/2018 3:14,3/1/2018 3:21,Overwatch League - Stage 2,10291,3,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,King's Row,1,4,3,NULL,Los Angeles Valiant,San Francisco Shock,San Francisco Shock,Los Angeles Valiant,70.29311371,0,68.83206177,0,NULL,NULL,3,0
3/1/2018 3:23,3/1/2018 3:31,Overwatch League - Stage 2,10291,3,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,King's Row,2,4,3,NULL,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,70.30252838,70.29311371,60,108.9290314,NULL,NULL,3,3
3/1/2018 3:32,3/1/2018 3:33,Overwatch League - Stage 2,10291,3,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,King's Row,3,4,3,NULL,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,0,70.29311371,0,108.9290314,NULL,NULL,3,3
3/1/2018 3:35,3/1/2018 3:36,Overwatch League - Stage 2,10291,3,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,King's Row,4,4,3,NULL,Los Angeles Valiant,San Francisco Shock,San Francisco Shock,Los Angeles Valiant,0,0,39.13204193,0,NULL,NULL,4,3
3/1/2018 3:43,3/1/2018 3:48,Overwatch League - Stage 2,10291,4,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Watchpoint: Gibraltar,1,5,4,NULL,Los Angeles Valiant,San Francisco Shock,San Francisco Shock,Los Angeles Valiant,88.7121582,0,201.7172546,240,NULL,NULL,3,0
3/1/2018 3:50,3/1/2018 3:55,Overwatch League - Stage 2,10291,4,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Watchpoint: Gibraltar,2,5,4,NULL,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,88.70848083,88.7121582,176.3664856,201.7172546,NULL,NULL,3,3
3/1/2018 3:56,3/1/2018 3:59,Overwatch League - Stage 2,10291,4,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Watchpoint: Gibraltar,3,5,4,NULL,San Francisco Shock,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,62.64344025,88.7121582,0,201.7172546,NULL,NULL,4,3
3/1/2018 4:01,3/1/2018 4:05,Overwatch League - Stage 2,10291,4,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,Watchpoint: Gibraltar,4,5,4,NULL,Los Angeles Valiant,San Francisco Shock,San Francisco Shock,Los Angeles Valiant,62.64759827,62.64344025,0,0,NULL,NULL,5,4
3/1/2018 4:34,3/1/2018 4:36,Overwatch League - Stage 2,10292,1,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Volskaya Industries,1,2,0,NULL,Los Angeles Gladiators,Shanghai Dragons,Shanghai Dragons,Los Angeles Gladiators,0,0,341.5270081,240,NULL,NULL,2,0
3/1/2018 4:38,3/1/2018 4:42,Overwatch League - Stage 2,10292,1,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Volskaya Industries,2,2,0,NULL,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,0,0,0,341.5270081,NULL,NULL,0,2
3/1/2018 4:52,3/1/2018 4:55,Overwatch League - Stage 2,10292,2,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Nepal,1,2,0,Shrine,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,0,0,0,0,100,0,1,0
3/1/2018 4:56,3/1/2018 5:00,Overwatch League - Stage 2,10292,2,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Nepal,2,2,0,Sanctum,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,0,0,0,0,100,42,2,0
3/1/2018 5:17,3/1/2018 5:22,Overwatch League - Stage 2,10292,3,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,King's Row,1,3,2,NULL,Los Angeles Gladiators,Shanghai Dragons,Shanghai Dragons,Los Angeles Gladiators,70.29904938,0,163.9200287,0,NULL,NULL,3,0
3/1/2018 5:24,3/1/2018 5:32,Overwatch League - Stage 2,10292,3,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,King's Row,2,3,2,NULL,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,62.36795044,70.29904938,0,163.9200287,NULL,NULL,2,3
3/1/2018 5:39,3/1/2018 5:48,Overwatch League - Stage 2,10292,4,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Route 66,1,3,0,NULL,Los Angeles Gladiators,Shanghai Dragons,Shanghai Dragons,Los Angeles Gladiators,74.55366516,0,0,240,NULL,NULL,3,0
3/1/2018 5:50,3/1/2018 5:54,Overwatch League - Stage 2,10292,4,Los Angeles Gladiators,Los Angeles Gladiators,Shanghai Dragons,Route 66,2,3,0,NULL,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,63.1287384,74.55366516,0,0,NULL,NULL,0,3
3/2/2018 0:12,3/2/2018 0:16,Overwatch League - Stage 2,10293,1,London Spitfire,Florida Mayhem,London Spitfire,Volskaya Industries,1,4,3,NULL,Florida Mayhem,London Spitfire,London Spitfire,Florida Mayhem,0,0,243.2960205,240,NULL,NULL,2,0
3/2/2018 0:18,3/2/2018 0:21,Overwatch League - Stage 2,10293,1,London Spitfire,Florida Mayhem,London Spitfire,Volskaya Industries,2,4,3,NULL,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,0,0,304.8469849,243.2960205,NULL,NULL,2,2
3/2/2018 0:22,3/2/2018 0:26,Overwatch League - Stage 2,10293,1,London Spitfire,Florida Mayhem,London Spitfire,Volskaya Industries,3,4,3,NULL,Florida Mayhem,London Spitfire,London Spitfire,Florida Mayhem,0,0,39.70001984,304.8469849,NULL,NULL,4,2
3/2/2018 0:27,3/2/2018 0:33,Overwatch League - Stage 2,10293,1,London Spitfire,Florida Mayhem,London Spitfire,Volskaya Industries,4,4,3,NULL,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,0,0,0,39.70001984,NULL,NULL,3,4
3/2/2018 0:40,3/2/2018 0:44,Overwatch League - Stage 2,10293,2,London Spitfire,London Spitfire,Florida Mayhem,Lijiang Tower,1,2,0,Garden,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,0,0,0,0,42,100,0,1
3/2/2018 0:45,3/2/2018 0:50,Overwatch League - Stage 2,10293,2,London Spitfire,London Spitfire,Florida Mayhem,Lijiang Tower,2,2,0,Control Center,Florida Mayhem,London Spitfire,Florida Mayhem,London Spitfire,0,0,0,0,99,100,0,2
3/2/2018 1:08,3/2/2018 1:12,Overwatch League - Stage 2,10293,3,London Spitfire,London Spitfire,Florida Mayhem,King's Row,1,1,0,NULL,Florida Mayhem,London Spitfire,London Spitfire,Florida Mayhem,0,0,0,0,NULL,NULL,0,0
3/2/2018 1:14,3/2/2018 1:16,Overwatch League - Stage 2,10293,3,London Spitfire,London Spitfire,Florida Mayhem,King's Row,2,1,0,NULL,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,0,0,126.2870102,0,NULL,NULL,1,0
3/2/2018 1:23,3/2/2018 1:31,Overwatch League - Stage 2,10293,4,London Spitfire,London Spitfire,Florida Mayhem,Route 66,1,3,2,NULL,Florida Mayhem,London Spitfire,London Spitfire,Florida Mayhem,69.81620789,0,0,240,NULL,NULL,2,0
3/2/2018 1:33,3/2/2018 1:42,Overwatch League - Stage 2,10293,4,London Spitfire,London Spitfire,Florida Mayhem,Route 66,2,3,2,NULL,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,69.86566162,69.81620789,0,0,NULL,NULL,3,2
3/2/2018 2:12,3/2/2018 2:14,Overwatch League - Stage 2,10294,1,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Volskaya Industries,1,3,2,NULL,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,0,0,372.8659973,240,NULL,NULL,2,0
3/2/2018 2:16,3/2/2018 2:20,Overwatch League - Stage 2,10294,1,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Volskaya Industries,2,3,2,NULL,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,260.2850037,372.8659973,NULL,NULL,2,2
3/2/2018 2:21,3/2/2018 2:26,Overwatch League - Stage 2,10294,1,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Volskaya Industries,3,3,2,NULL,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,0,0,0,372.8659973,NULL,NULL,2,2
3/2/2018 2:27,3/2/2018 2:28,Overwatch League - Stage 2,10294,1,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Volskaya Industries,4,3,2,NULL,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,0,0,321.4020081,0,NULL,NULL,3,2
3/2/2018 2:36,3/2/2018 2:42,Overwatch League - Stage 2,10294,2,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Nepal,1,2,0,Village,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,0,0,0,100,99,1,0
3/2/2018 2:43,3/2/2018 2:48,Overwatch League - Stage 2,10294,2,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Nepal,2,2,0,Sanctum,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,0,0,0,100,79,2,0
3/2/2018 3:05,3/2/2018 3:12,Overwatch League - Stage 2,10294,3,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Hollywood,1,2,1,NULL,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,116.8829651,0,0,0,NULL,NULL,1,0
3/2/2018 3:14,3/2/2018 3:21,Overwatch League - Stage 2,10294,3,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Hollywood,2,2,1,NULL,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,116.8949966,116.8829651,0,0,NULL,NULL,2,1
3/2/2018 3:28,3/2/2018 3:32,Overwatch League - Stage 2,10294,4,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Route 66,1,1,0,NULL,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,79.47276306,0,0,240,NULL,NULL,0,0
3/2/2018 3:34,3/2/2018 3:38,Overwatch League - Stage 2,10294,4,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Route 66,2,1,0,NULL,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,79.47592926,79.47276306,55.79751587,0,NULL,NULL,1,0
3/2/2018 3:44,3/2/2018 3:49,Overwatch League - Stage 2,10294,5,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Ilios,1,2,1,Ruins,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,0,0,0,95,100,0,1
3/2/2018 3:50,3/2/2018 3:55,Overwatch League - Stage 2,10294,5,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Ilios,2,2,1,Lighthouse,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,0,0,0,100,99,1,1
3/2/2018 3:56,3/2/2018 4:02,Overwatch League - Stage 2,10294,5,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,Ilios,3,2,1,Well,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,0,0,0,0,99,100,1,2
3/2/2018 4:26,3/2/2018 4:35,Overwatch League - Stage 2,10295,1,New York Excelsior,New York Excelsior,Boston Uprising,Hanamura,1,2,1,NULL,New York Excelsior,Boston Uprising,Boston Uprising,New York Excelsior,0,0,0,240,NULL,NULL,1,0
3/2/2018 4:37,3/2/2018 4:45,Overwatch League - Stage 2,10295,1,New York Excelsior,New York Excelsior,Boston Uprising,Hanamura,2,2,1,NULL,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,0,0,0,0,NULL,NULL,1,2
3/2/2018 4:52,3/2/2018 4:57,Overwatch League - Stage 2,10295,2,New York Excelsior,New York Excelsior,Boston Uprising,Nepal,1,2,1,Shrine,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,0,100,70,1,0
3/2/2018 4:57,3/2/2018 5:01,Overwatch League - Stage 2,10295,2,New York Excelsior,New York Excelsior,Boston Uprising,Nepal,2,2,1,Village,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,0,26,100,1,1
3/2/2018 5:02,3/2/2018 5:05,Overwatch League - Stage 2,10295,2,New York Excelsior,New York Excelsior,Boston Uprising,Nepal,3,2,1,Sanctum,New York Excelsior,Boston Uprising,New York Excelsior,Boston Uprising,0,0,0,0,100,0,2,1
3/2/2018 5:26,3/2/2018 5:32,Overwatch League - Stage 2,10295,3,New York Excelsior,New York Excelsior,Boston Uprising,King's Row,1,3,2,NULL,New York Excelsior,Boston Uprising,Boston Uprising,New York Excelsior,70.29386139,0,114.339035,0,NULL,NULL,3,0
3/2/2018 5:34,3/2/2018 5:42,Overwatch League - Stage 2,10295,3,New York Excelsior,New York Excelsior,Boston Uprising,King's Row,2,3,2,NULL,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,65.73578644,70.29386139,0,114.339035,NULL,NULL,2,3
3/2/2018 5:51,3/2/2018 5:59,Overwatch League - Stage 2,10295,4,New York Excelsior,New York Excelsior,Boston Uprising,Watchpoint: Gibraltar,1,3,0,NULL,New York Excelsior,Boston Uprising,Boston Uprising,New York Excelsior,88.70304871,0,0,240,NULL,NULL,3,0
3/2/2018 6:01,3/2/2018 6:05,Overwatch League - Stage 2,10295,4,New York Excelsior,New York Excelsior,Boston Uprising,Watchpoint: Gibraltar,2,3,0,NULL,Boston Uprising,New York Excelsior,Boston Uprising,New York Excelsior,84.13337708,88.70304871,0,0,NULL,NULL,0,3
3/3/2018 0:14,3/3/2018 0:17,Overwatch League - Stage 2,10296,1,Boston Uprising,Boston Uprising,Florida Mayhem,Volskaya Industries,1,2,0,NULL,Boston Uprising,Florida Mayhem,Florida Mayhem,Boston Uprising,0,0,292.5760193,240,NULL,NULL,2,0
3/3/2018 0:19,3/3/2018 0:23,Overwatch League - Stage 2,10296,1,Boston Uprising,Boston Uprising,Florida Mayhem,Volskaya Industries,2,2,0,NULL,Florida Mayhem,Boston Uprising,Florida Mayhem,Boston Uprising,0,0,0,292.5760193,NULL,NULL,0,2
3/3/2018 0:31,3/3/2018 0:35,Overwatch League - Stage 2,10296,2,Boston Uprising,Boston Uprising,Florida Mayhem,Lijiang Tower,1,2,1,Control Center,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,0,0,0,0,100,42,1,0
3/3/2018 0:36,3/3/2018 0:41,Overwatch League - Stage 2,10296,2,Boston Uprising,Boston Uprising,Florida Mayhem,Lijiang Tower,2,2,1,Night Market,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,0,0,0,0,99,100,1,1
3/3/2018 0:42,3/3/2018 0:47,Overwatch League - Stage 2,10296,2,Boston Uprising,Boston Uprising,Florida Mayhem,Lijiang Tower,3,2,1,Garden,Boston Uprising,Florida Mayhem,Boston Uprising,Florida Mayhem,0,0,0,0,100,99,2,1
3/3/2018 1:05,3/3/2018 1:13,Overwatch League - Stage 2,10296,3,Boston Uprising,Boston Uprising,Florida Mayhem,Hollywood,1,3,1,NULL,Boston Uprising,Florida Mayhem,Florida Mayhem,Boston Uprising,79.11611176,0,0,0,NULL,NULL,3,0
3/3/2018 1:15,3/3/2018 1:21,Overwatch League - Stage 2,10296,3,Boston Uprising,Boston Uprising,Florida Mayhem,Hollywood,2,3,1,NULL,Florida Mayhem,Boston Uprising,Florida Mayhem,Boston Uprising,113.8207169,79.11611176,0,0,NULL,NULL,1,3
3/3/2018 1:28,3/3/2018 1:36,Overwatch League - Stage 2,10296,4,Boston Uprising,Boston Uprising,Florida Mayhem,Route 66,1,3,0,NULL,Boston Uprising,Florida Mayhem,Florida Mayhem,Boston Uprising,74.53945923,0,32.35054779,240,NULL,NULL,3,0
3/3/2018 1:38,3/3/2018 1:42,Overwatch League - Stage 2,10296,4,Boston Uprising,Boston Uprising,Florida Mayhem,Route 66,2,3,0,NULL,Florida Mayhem,Boston Uprising,Florida Mayhem,Boston Uprising,83.62889099,74.53945923,0,32.35054779,NULL,NULL,0,3
